_id,RSN,Property Manager,PCODE,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
185089,4288175,,M6P,2018,2020,1960,PRIVATE,4,Parkdale-High Park,2861-2863 DUNDAS ST W,3,16,2020-11-06,66,Evaluation needs to be conducted in 2 years,14,3,2,4,3,3,3,,4,,,3,3,4,2,3,5,,4,,,S0424,43.66521207,-79.46495592,307610.618,4835918.417
185090,4152977,,M6K,2017,2020,1959,PRIVATE,4,Parkdale-High Park,137 DUNN AVE,4,21,2020-11-06,79,Evaluation needs to be conducted in 2 years,15,4,4,3,4,4,3,,4,,,4,4,5,4,4,4,,4,4,,S0437,43.6361517,-79.43227982,310248.294,4832692.487
185091,4154247,,M9M,2017,2020,1970,PRIVATE,7,Humber River-Black Creek,2397 FINCH AVE W,11,121,2020-11-06,69,Evaluation needs to be conducted in 2 years,18,3,3,3,3,3,4,3,3,4,,3,3,5,4,4,3,4,4,3,,W0727,43.75118253,-79.54458094,301194.093,4845470.67
185092,4154246,MEDALLION CORPORATION,M9M,2017,2020,1972,PRIVATE,7,Humber River-Black Creek,2405 FINCH AVE W,27,258,2020-11-06,66,Evaluation needs to be conducted in 2 years,19,3,4,3,3,4,3,2,3,3,,3,3,3,4,3,4,4,4,3,4,W0727,43.75062129,-79.5440321,301238.257,4845408.296
185093,4155943,DEL MANAGEMENT,M1J,2017,2020,1965,TCHC,20,Scarborough Southwest,3171 EGLINTON AVE E,12,161,2020-11-06,73,Evaluation needs to be conducted in 2 years,18,3,4,4,4,4,4,3,4,3,,3,4,4,4,4,3,4,4,3,,E2027,43.74262295,-79.22004925,327332.807,4844555.63
185094,4156313,DEL MANAGMENT,M1J,2017,2020,1965,TCHC,20,Scarborough Southwest,3181 EGLINTON AVE E,7,103,2020-11-06,61,Evaluation needs to be conducted in 1 year,19,3,3,4,3,2,4,2,3,3,,3,3,3,2,3,4,3,4,3,3,E2027,43.74262937,-79.21965253,327364.758,4844556.449
185095,4154412,MARSHA SWITZER,M3M,2017,2020,1965,PRIVATE,6,York Centre,2782 KEELE ST,4,27,2020-11-06,70,Evaluation needs to be conducted in 2 years,18,3,4,5,3,2,4,,4,3,2,3,4,5,4,3,3,4,4,3,,N0627,43.72790083,-79.48290378,306161.851,4842882.356
185096,4152673,AMAZ PROPERTY MANAGEMENT,M1K,2017,2020,1965,PRIVATE,20,Scarborough Southwest,720 KENNEDY RD,14,186,2020-11-06,80,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,3,4,4,,4,4,4,4,4,4,4,5,4,,E2023,43.72958381,-79.26735641,323526.601,4843095.346
185097,4153679,SMALLWOOD CONSULTING LTD.,M4L,2017,2020,1954,PRIVATE,19,Beaches-East York,140 KINGSTON RD,4,60,2020-11-06,81,Evaluation needs to be conducted in 3 years,15,4,4,4,4,4,4,,4,,,4,4,5,4,4,4,,4,4,,S1937,43.67094213,-79.31148966,319985.941,4836571.526
185098,4153676,OBEN PROPERTY MANAGEMENT,M4L,2017,2020,1934,PRIVATE,19,Beaches-East York,204 KINGSTON RD,3,15,2020-11-06,73,Evaluation needs to be conducted in 2 years,15,3,4,4,4,4,4,,4,,,4,4,4,3,3,4,,3,3,,S1937,43.67224007,-79.31029572,320081.891,4836715.941
185099,4154482,HARVEY KALLES,M6B,2018,2020,1950,PRIVATE,8,Eglinton-Lawrence,125 SHELBORNE AVE,4,25,2020-11-06,79,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,4,,4,3,4,4,4,5,4,4,4,4,4,4,,N0827,43.71557533,-79.42945624,310468.984,4841515.332
185100,4155374,,M9C,2017,2020,1959,PRIVATE,2,Etobicoke Centre,240 MARKLAND DR,10,113,2020-11-05,77,Evaluation needs to be conducted in 2 years,19,5,4,4,4,5,3,3,3,5,4,4,3,5,4,4,2,5,3,3,,W0233,43.62913445,-79.5787506,298429.535,4831912.798
185101,4152561,ALTIMA PROPERTIES,M1N,2017,2020,1920,PRIVATE,20,Scarborough Southwest,1165 KINGSTON RD,4,21,2020-11-05,78,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,3,,4,,4,3,3,5,4,4,5,5,4,4,,E2033,43.68196891,-79.27946727,322565.015,4837802.9
185102,4153009,TSB (THE SILVER BRUSH),M6R,2017,2020,1912,PRIVATE,4,Parkdale-High Park,1501 QUEEN ST W,3,38,2020-11-05,67,Evaluation needs to be conducted in 2 years,15,3,4,3,3,3,3,,3,,,4,4,3,3,3,4,4,3,,,S0436,43.63961603,-79.44090649,309552.238,4833075.896
185103,4154963,HAZELVIEW PROPERTIES,M6C,2017,2020,1960,PRIVATE,12,Toronto-St. Paul's,40 RAGLAN AVE,7,61,2020-11-05,79,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,,4,4,4,3,4,5,4,4,4,4,4,3,,S1229,43.6842032,-79.42039221,311202.622,4838030.657
185104,4152883,,M1S,2017,2020,1974,PRIVATE,23,Scarborough North,360 PITFIELD RD,18,246,2020-11-05,76,Evaluation needs to be conducted in 2 years,18,4,4,4,3,4,4,4,4,3,,4,4,4,4,4,4,4,3,3,,E2331,43.78802733,-79.25861459,324212.061,4849590.142
185105,4152558,,M1N,2017,2020,1920,PRIVATE,20,Scarborough Southwest,2400 QUEEN ST E,4,32,2020-11-05,81,Evaluation needs to be conducted in 3 years,14,4,4,5,4,4,4,,4,,,5,2,5,4,4,4,,4,,,E2033,43.67468565,-79.28014133,322512.757,4836993.597
185106,4153236,WESTDALE PROPERTIES,M5R,2017,2020,1967,PRIVATE,11,University-Rosedale,280 ST GEORGE ST,15,85,2020-11-05,84,Evaluation needs to be conducted in 3 years,19,5,5,5,4,5,4,4,4,4,5,4,4,5,4,4,4,4,4,2,,S1127,43.67398445,-79.40330818,312581.298,4836896.819
185107,4154725,MARBROOK DEVELOPMENTS LTD.,M2R,2017,2020,1970,PRIVATE,18,Willowdale,755 STEELES AVE W,15,194,2020-11-05,82,Evaluation needs to be conducted in 3 years,18,4,5,5,3,5,3,4,2,4,,4,5,5,4,4,4,5,4,4,,N1821,43.792828,-79.44165412,309479.819,4850097.949
185108,4155223,IMPERRA GENERAL MANAGMENT,M8Y,2017,2020,1960,PRIVATE,3,Etobicoke-Lakeshore,810 ROYAL YORK RD,6,60,2020-11-05,86,Evaluation needs to be conducted in 3 years,18,5,4,5,4,5,3,,3,5,4,4,5,5,4,4,4,4,4,5,,W0325,43.63955338,-79.50902403,304055.942,4833068.369
185109,4154971,OCTOPUS INVESTMENT CORP,M6C,2017,2020,1929,PRIVATE,12,Toronto-St. Paul's,120 VAUGHAN RD,3,24,2020-11-05,80,Evaluation needs to be conducted in 2 years,14,4,4,5,4,,3,,4,,,4,4,5,3,4,4,,4,4,,S1229,43.68454108,-79.42182953,311086.706,4838068.087
185110,4154958,,M6C,2017,2020,1950,PRIVATE,12,Toronto-St. Paul's,125 VAUGHAN RD,4,32,2020-11-05,66,Evaluation needs to be conducted in 2 years,13,3,3,4,3,,2,,4,,,3,3,5,3,3,3,,4,,,S1229,43.68469762,-79.42121422,311136.299,4838085.525
185111,4154975,,M6C,2017,2020,1955,PRIVATE,12,Toronto-St. Paul's,189 VAUGHAN RD,4,16,2020-11-05,73,Evaluation needs to be conducted in 2 years,15,3,4,5,4,3,4,,4,,,3,4,5,3,4,4,2,3,,,S1229,43.68671067,-79.42194048,311077.542,4838309.131
185112,4154976,HIGH VALUE CONSULTANTS LTD,M6C,2017,2020,1920,PRIVATE,12,Toronto-St. Paul's,195 VAUGHAN RD,4,32,2020-11-05,83,Evaluation needs to be conducted in 3 years,15,4,4,5,4,4,4,,5,,4,4,4,5,3,4,4,,4,,,S1229,43.68683811,-79.42202754,311070.51,4838323.284
185113,4153341,,M5P,2017,2020,1920,PRIVATE,12,Toronto-St. Paul's,341 ST CLAIR AVE W,3,10,2020-11-05,69,Evaluation needs to be conducted in 2 years,13,3,4,4,3,,4,,3,,,3,3,5,3,4,3,,3,,,S1236,43.68431336,-79.41144939,311923.636,4838043.641
185114,4155906,,M6E,2017,2020,1940,PRIVATE,9,Davenport,966 ST CLAIR AVE W,4,11,2020-11-05,73,Evaluation needs to be conducted in 2 years,14,4,4,4,4,3,4,,3,,,4,4,3,3,4,4,,3,,,S0928,43.67961435,-79.43644867,309901.703,4837533.376
185115,4154020,,M4N,2017,2020,1950,PRIVATE,8,Eglinton-Lawrence,2770 YONGE ST,4,50,2020-11-05,91,Evaluation needs to be conducted in 3 years,16,5,5,5,4,5,4,,5,,,4,4,5,4,5,4,4,5,5,,N0829,43.71882026,-79.4011697,312747.881,4841878.215
185116,4154028,RANEE MANAGEMENT,M4N,2017,2020,1957,PRIVATE,8,Eglinton-Lawrence,3110 YONGE ST,4,41,2020-11-05,84,Evaluation needs to be conducted in 3 years,16,4,4,5,5,4,5,,4,4,,4,4,5,4,4,4,,4,3,,N0825,43.72618586,-79.4029984,312599.587,4842696.294
185117,4154027,RANEE MANAGEMENT,M4N,2017,2020,1957,PRIVATE,8,Eglinton-Lawrence,3112 YONGE ST,4,41,2020-11-05,80,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,,4,4,,4,4,5,4,4,4,,4,3,,N0825,43.72639768,-79.40311167,312590.434,4842719.816
185118,4153362,CROMWELL MANAGEMENT INC.,M4V,2017,2020,1931,PRIVATE,12,Toronto-St. Paul's,394 AVENUE RD,6,41,2020-11-05,73,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,4,3,3,4,,4,4,5,4,4,4,,4,3,,S1237,43.681931,-79.39989623,312855.399,4837779.994
185119,4153361,CROMWELL MANAGEMENT INC.,M4V,2017,2020,1931,PRIVATE,12,Toronto-St. Paul's,396 AVENUE RD,6,51,2020-11-05,74,Evaluation needs to be conducted in 2 years,17,4,3,4,3,3,4,3,3,4,,4,4,5,4,4,4,,4,3,,S1237,43.68210049,-79.40000161,312846.882,4837798.815
185120,4153360,CROMWELL MANAGEMENT INC.,M4V,2017,2020,1937,PRIVATE,12,Toronto-St. Paul's,398 AVENUE RD,6,39,2020-11-05,76,Evaluation needs to be conducted in 2 years,17,4,4,5,3,4,3,3,4,3,,4,4,5,4,4,4,,4,3,,S1237,43.68225438,-79.40009922,312838.993,4837815.904
185121,4154954,AKELIUS CANADA INC,M5P,2017,2020,1933,PRIVATE,12,Toronto-St. Paul's,1510 BATHURST ST,4,24,2020-11-05,71,Evaluation needs to be conducted in 2 years,15,3,3,5,3,3,3,,4,,3,3,3,5,3,4,4,,4,,,S1229,43.68454592,-79.41920181,311298.563,4838068.827
185122,4155485,571051 ONTARIO LIMITED,M8V,2017,2020,1957,PRIVATE,3,Etobicoke-Lakeshore,12 ALBERT AVE,3,12,2020-11-05,71,Evaluation needs to be conducted in 2 years,16,3,3,5,4,3,3,,3,,3,4,4,5,3,3,4,,4,3,,W0336,43.61588864,-79.48892376,305678.326,4830438.387
185123,4155484,BLUE ROOF PROPERTIES LTD,M8V,2017,2020,1950,PRIVATE,3,Etobicoke-Lakeshore,16 ALBERT AVE,3,18,2020-11-05,77,Evaluation needs to be conducted in 2 years,15,3,3,5,4,3,4,,3,,,4,4,5,4,4,4,,4,4,,W0336,43.61597708,-79.48911313,305663.04,4830448.21
185124,4155746,N.H.D. DEVELOPMENTS LIMITED,M3J,2017,2020,1968,PRIVATE,7,Humber River-Black Creek,11 CATFORD RD,9,218,2020-11-05,59,Evaluation needs to be conducted in 1 year,18,3,3,3,2,3,3,2,3,3,,3,3,3,3,3,3,4,3,3,,W0731,43.75871247,-79.49134154,305481.823,4846305.27
185125,4153026,SMARTSELL MARKETING,M6K,2017,2020,1917,PRIVATE,4,Parkdale-High Park,189 DOWLING AVE,4,10,2020-11-05,64,Evaluation needs to be conducted in 1 year,14,3,4,5,3,,3,,3,,,3,4,4,2,3,2,,3,3,,S0436,43.63961094,-79.4394717,309667.989,4833097.526
185126,4153010,THE SILVER BRUSH (TSB),M6K,2017,2020,2010,SOCIAL HOUSING,4,Parkdale-High Park,194 DOWLING AVE,4,29,2020-11-05,69,Evaluation needs to be conducted in 2 years,15,3,4,4,3,4,4,,4,3,,3,4,4,3,3,3,,3,,,S0436,43.63977607,-79.44001123,309624.458,4833093.725
185127,4155215,,M8W,2017,2020,1954,PRIVATE,3,Etobicoke-Lakeshore,100 BROWNS LINE,3,22,2020-11-05,84,Evaluation needs to be conducted in 3 years,16,4,4,5,4,4,4,,5,,3,4,4,5,4,4,5,,4,4,,W0330,43.59522007,-79.5429727,301314.74,4828143.037
185128,4155073,,M6E,2017,2020,1970,PRIVATE,9,Davenport,478 CALEDONIA RD,3,20,2020-11-05,74,Evaluation needs to be conducted in 2 years,16,4,4,4,3,3,4,,3,,4,4,4,5,3,4,4,,3,3,,S0921,43.68930774,-79.46101701,307927.075,4838595.44
185129,4155521,,M8V,2019,2020,1960,PRIVATE,3,Etobicoke-Lakeshore,115 EIGHTH ST,3,10,2020-11-05,79,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,3,,4,,,4,3,5,4,4,4,3,4,4,,W0335,43.59974589,-79.50578092,304317.639,4828644.958
185130,4154275,CANDO APARTMENTS LTD.,M9L,2017,2020,1960,PRIVATE,7,Humber River-Black Creek,25 DUNCANWOODS DR,11,148,2020-11-05,81,Evaluation needs to be conducted in 3 years,19,4,4,4,4,3,5,4,3,4,4,4,4,5,4,4,4,4,5,4,,W0722,43.74968511,-79.55739159,300162.561,4845304.003
185131,4154276,GOLD SEAL MANAGEMENT INC.,M9L,2017,2020,1969,PRIVATE,7,Humber River-Black Creek,35 DUNCANWOODS DR,7,75,2020-11-05,80,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,5,4,,W0722,43.75060867,-79.55806536,300108.373,4845406.643
185132,4329455,D S MANAGEMENT,M4R,2018,2020,1900,PRIVATE,8,Eglinton-Lawrence,485 DUPLEX AVE,3,36,2020-11-05,84,Evaluation needs to be conducted in 3 years,16,5,5,5,4,4,4,,3,,4,4,4,5,4,4,4,,4,4,,N0833,43.70994838,-79.40046769,312805.619,4840892.672
185133,4154013,DS MANAGEMENT,M4R,2017,2020,1900,PRIVATE,8,Eglinton-Lawrence,487 DUPLEX AVE,3,36,2020-11-05,85,Evaluation needs to be conducted in 3 years,16,5,5,5,4,4,4,,4,,4,4,4,5,4,4,4,,4,4,,N0833,43.71011472,-79.40053299,312800.334,4840911.145
185134,4154796,,M3B,2017,2020,1960,PRIVATE,16,Don Valley East,1133 DON MILLS RD,6,49,2020-11-05,77,Evaluation needs to be conducted in 2 years,18,4,3,4,3,4,4,,4,5,4,4,2,5,4,4,4,4,4,3,,N1624,43.73826199,-79.34313343,317420.107,4844045.19
185135,4156439,,M6M,2017,2020,1993,SOCIAL HOUSING,5,York South-Weston,33 GABIAN WAY,18,248,2020-11-05,80,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,4,4,3,4,4,4,5,4,4,4,,4,3,,W0533,43.69311972,-79.46886392,307294.354,4839018.662
185136,4154769,NOVI PROPERTIES,M3C,2017,2020,1966,PRIVATE,16,Don Valley East,200 GATEWAY BLVD,17,284,2020-11-05,70,Evaluation needs to be conducted in 2 years,18,2,3,4,3,4,3,3,4,4,,4,5,5,3,4,4,4,2,2,,N1630,43.71517869,-79.33527895,318057.864,4841481.992
185137,4155421,,M9W,2017,2020,1955,PRIVATE,1,Etobicoke North,2413 ISLINGTON AVE,6,52,2020-11-05,84,Evaluation needs to be conducted in 3 years,17,4,4,4,5,4,4,,4,4,,4,5,5,4,4,4,3,5,4,,W0131,43.72379712,-79.55873817,300051.989,4842428.141
185138,4155186,GREENWIN CORP.,M6N,2017,2020,1958,PRIVATE,5,York South-Weston,38 LAMBTON AVE,3,26,2020-11-05,77,Evaluation needs to be conducted in 2 years,15,3,4,5,3,4,3,,4,,,3,4,5,4,4,4,,4,4,,W0535,43.68380425,-79.48709013,305825.229,4837983.417
185139,4155187,,M6N,2017,2020,1958,PRIVATE,5,York South-Weston,40 LAMBTON AVE,3,26,2020-11-05,79,Evaluation needs to be conducted in 2 years,15,3,4,5,4,4,3,,4,,,4,4,5,3,4,4,,4,4,,W0535,43.68375173,-79.48730829,305807.641,4837977.58
185140,4155566,DEL MANAGEMENT,M1K,2017,2020,1969,TCHC,20,Scarborough Southwest,675 KENNEDY RD,11,192,2020-11-05,67,Evaluation needs to be conducted in 2 years,18,4,4,3,3,3,4,4,3,4,,3,4,2,3,3,3,3,4,3,,E2023,43.72687441,-79.26528979,323769.245,4842812.63
185141,4154967,,M6C,2017,2020,1950,PRIVATE,12,Toronto-St. Paul's,105 KENWOOD AVE,4,31,2020-11-05,83,Evaluation needs to be conducted in 3 years,14,4,4,5,4,4,5,,4,,,3,4,5,4,4,4,,4,,,S1229,43.68588573,-79.42296287,310995.199,4838217.402
185142,4153021,1173283 ONTARIO LIMITED,M6K,2017,2020,1967,PRIVATE,4,Parkdale-High Park,1430 KING ST W,7,77,2020-11-05,66,Evaluation needs to be conducted in 2 years,17,4,3,5,2,3,4,,4,3,,3,4,2,4,3,3,3,4,2,,S0436,43.63738675,-79.43645223,309911.8,4832828.489
185143,4152563,AKELIUS CANADA LTD.,M1N,2018,2020,1932,PRIVATE,20,Scarborough Southwest,3008 QUEEN ST E,4,16,2020-11-05,91,Evaluation needs to be conducted in 3 years,15,5,5,4,5,2,5,,4,,,5,5,5,4,5,5,,5,4,,E2033,43.6754276,-79.27742774,322731.349,4837076.607
185144,4152674,NORTHVIEW APARTMENT REIT,M1K,2017,2020,1963,PRIVATE,20,Scarborough Southwest,739 BIRCHMOUNT RD,9,124,2020-11-04,77,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,3,4,4,,3,3,5,3,4,4,4,4,4,,E2023,43.72496965,-79.27481422,322927.156,4842581.071
185145,4154934,,M5P,2017,2020,1943,PRIVATE,12,Toronto-St. Paul's,1531 BATHURST ST,4,32,2020-11-04,80,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,4,,4,,4,4,5,5,3,4,3,,3,,,S1230,43.68564801,-79.41889,311323.587,4838191.296
185146,4250612,,M5P,2017,2020,1943,PRIVATE,12,Toronto-St. Paul's,1539 BATHURST ST,4,32,2020-11-04,80,Evaluation needs to be conducted in 2 years,15,4,4,5,4,3,4,,4,,4,4,4,5,3,4,4,,4,,,S1230,43.68591975,-79.41899209,311315.328,4838221.478
185147,4154946,GREENWIN CORP.,M5P,2017,2020,1926,PRIVATE,12,Toronto-St. Paul's,1574 BATHURST ST,4,36,2020-11-04,79,Evaluation needs to be conducted in 2 years,16,4,4,5,4,3,4,,4,,3,4,4,5,4,3,4,,4,4,,S1229,43.68615057,-79.41992507,311240.085,4838247.052
185148,4154480,,M6B,2017,2020,1961,PRIVATE,8,Eglinton-Lawrence,2700 BATHURST ST,10,149,2020-11-04,90,Evaluation needs to be conducted in 3 years,20,4,4,5,5,5,5,4,5,4,4,4,4,5,5,5,4,5,5,4,4,N0827,43.70905511,-79.42819661,310571.111,4840791.066
185149,4154485,,M6B,2017,2020,1992,TCHC,8,Eglinton-Lawrence,3036-3050 BATHURST ST,7,160,2020-11-04,92,Evaluation needs to be conducted in 3 years,20,4,5,5,4,5,5,5,4,5,4,4,5,5,5,4,4,5,5,4,5,N0827,43.71848778,-79.42989575,310427.489,4841848.69
185150,4155834,GREENWIN,M4X,2017,2020,1969,TCHC,13,Toronto Centre,275 BLEECKER ST,21,301,2020-11-04,69,Evaluation needs to be conducted in 2 years,17,3,3,4,3,4,4,,3,3,,3,4,5,3,3,3,5,3,3,,S1323,43.66883594,-79.37370511,314969.275,4836328.077
185151,4155210,ORCHARD APARTMENTS (BLOOR) INC,M8X,2017,2020,1949,PRIVATE,3,Etobicoke-Lakeshore,2688 BLOOR ST W,4,21,2020-11-04,77,Evaluation needs to be conducted in 2 years,15,3,3,5,4,3,3,,3,,,4,5,5,4,4,4,,4,4,,W0322,43.65031426,-79.49711691,305016.898,4834262.829
185152,4155211,ORCHARD APARTMENTS (BLOOR) INC,M8X,2017,2020,1949,PRIVATE,3,Etobicoke-Lakeshore,2690 BLOOR ST W,4,18,2020-11-04,75,Evaluation needs to be conducted in 2 years,16,3,3,5,4,3,3,,4,,3,3,5,5,3,4,4,,4,4,,W0322,43.65033264,-79.49736599,304996.803,4834264.87
185153,4155212,ORCHARD APARTMENTS (BLOOR) INC,M8X,2017,2020,1949,PRIVATE,3,Etobicoke-Lakeshore,2692-2694 BLOOR ST W,4,40,2020-11-04,77,Evaluation needs to be conducted in 2 years,15,4,4,5,4,3,3,,4,,,3,4,5,4,4,4,,3,4,,W0322,43.65028257,-79.49786807,304956.297,4834259.305
185154,4155213,ITG,M8X,2017,2020,1957,PRIVATE,3,Etobicoke-Lakeshore,2696 BLOOR ST W,3,15,2020-11-04,75,Evaluation needs to be conducted in 2 years,17,4,3,2,5,3,3,,3,,4,4,4,5,4,4,4,3,4,5,,W0322,43.65031993,-79.49855521,304900.862,4834263.452
185155,4154462,N.H.D. DEVELOPMENTS LIMITED,M3J,2017,2020,1973,PRIVATE,7,Humber River-Black Creek,25 BROADOAKS DR,9,92,2020-11-04,64,Evaluation needs to be conducted in 1 year,18,3,3,3,2,3,4,3,3,3,,3,3,4,3,4,4,3,4,3,,W0731,43.75692596,-79.49101087,305508.471,4846106.795
185156,4155662,AMELIN PROPERTY MANAGEMENT,M6K,2017,2020,1971,PRIVATE,4,Parkdale-High Park,22 CLOSE AVE,23,293,2020-11-04,73,Evaluation needs to be conducted in 2 years,19,5,4,4,3,3,4,4,3,4,4,3,4,4,3,3,4,4,4,2,,S0437,43.63444,-79.43390178,310117.834,4832501.284
185157,4155306,WILSTAR MANAGEMENT LTD.,M9A,2017,2020,1973,PRIVATE,3,Etobicoke-Lakeshore,50 CORDOVA AVE,37,285,2020-11-04,84,Evaluation needs to be conducted in 3 years,20,5,3,5,5,5,5,4,5,4,4,4,4,4,5,4,2,5,5,3,3,W0321,43.64711149,-79.52646973,302648.878,4833907.435
185158,4155088,,M6M,2017,2020,1993,SOCIAL HOUSING,5,York South-Weston,2480 EGLINTON AVE W,8,97,2020-11-04,62,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,3,3,3,3,,3,3,3,3,3,3,,4,3,3,W0533,43.69169847,-79.46941132,307250.278,4838860.746
185159,4155092,7774001 CANADA INC.,M6M,2017,2020,2009,SOCIAL HOUSING,5,York South-Weston,2600 EGLINTON AVE W,3,30,2020-11-04,65,Evaluation needs to be conducted in 1 year,15,3,4,4,3,3,3,,3,,,3,3,5,3,3,3,,3,,3,W0533,43.69084776,-79.47300913,306960.28,4838766.144
185160,4153359,,M4V,2017,2020,1928,PRIVATE,12,Toronto-St. Paul's,7 EDMUND AVE,6,68,2020-11-04,79,Evaluation needs to be conducted in 2 years,17,5,4,3,3,4,3,,3,5,4,5,3,5,4,5,5,,3,3,,S1237,43.68203246,-79.40082617,312780.15,4837792.134
185161,4154450,,M3M,2019,2020,1958,PRIVATE,6,York Centre,2 DORADO CRT,4,87,2020-11-04,58,Evaluation needs to be conducted in 1 year,16,3,3,3,2,2,3,,3,3,,2,3,5,3,3,2,,3,3,,N0627,43.73844164,-79.48615087,305900.09,4844053.338
185162,4153001,PERGOS DEVELOPMENTS,M6K,2017,2020,1900,PRIVATE,4,Parkdale-High Park,120 DOWLING AVE,3,17,2020-11-04,60,Evaluation needs to be conducted in 1 year,15,3,3,5,3,2,3,,3,,,3,4,3,2,3,2,3,3,,,S0437,43.63647141,-79.43888196,309715.834,4832726.665
185163,4155089,,M6M,2017,2020,1950,PRIVATE,5,York South-Weston,43 GLENHAVEN ST,3,11,2020-11-04,83,Evaluation needs to be conducted in 3 years,16,4,4,5,4,4,4,,4,,,4,4,5,4,4,4,4,4,4,,W0533,43.69316943,-79.46994796,307206.968,4839024.153
185164,4156337,,M3M,2017,2020,1970,PRIVATE,6,York Centre,190 EXBURY RD,19,154,2020-11-04,66,Evaluation needs to be conducted in 2 years,19,4,4,5,3,3,4,4,3,2,3,3,3,3,3,2,4,4,4,2,,N0627,43.72923915,-79.50919226,304054.473,4843029.277
185165,4155812,,,2017,2020,1970,PRIVATE,6,York Centre,200 EXBURY RD,20,154,2020-11-04,68,Evaluation needs to be conducted in 2 years,19,4,4,5,3,3,4,3,2,3,3,4,3,5,3,3,3,3,4,3,,N0627,43.72848767,-79.50955646,304021.422,4842944.744
185166,4154357,,M6L,2020,2020,1957,PRIVATE,5,York South-Weston,331 FALSTAFF AVE,3,11,2020-11-04,71,Evaluation needs to be conducted in 2 years,16,3,4,5,3,3,4,,4,,3,4,2,5,4,3,3,,4,3,,W0522,43.71990957,-79.48106665,306310.052,4841994.612
185167,4156704,GOLD SEAL MANAGEMENT INC.,,2017,2020,1962,PRIVATE,7,Humber River-Black Creek,2439 FINCH AVE W,7,112,2020-11-04,82,Evaluation needs to be conducted in 3 years,17,4,4,4,4,4,4,3,4,4,,4,4,5,4,4,4,,5,5,,W0727,43.74976943,-79.55087131,300687.677,4845313.018
185168,4154333,PINEDALE PROPERTIES LTD,M9N,2017,2020,1970,PRIVATE,5,York South-Weston,1855 JANE ST,17,206,2020-11-04,88,Evaluation needs to be conducted in 3 years,19,4,4,5,5,4,4,4,5,5,,5,5,4,4,5,4,4,4,4,5,W0528,43.70811164,-79.50445776,304425.229,4840683.807
185169,4154400,,M3M,2017,2020,1966,TCHC,6,York Centre,2195 JANE ST,11,294,2020-11-04,73,Evaluation needs to be conducted in 2 years,17,4,4,5,3,3,4,3,5,4,,3,2,5,3,4,3,,4,3,,N0627,43.72221347,-79.50793002,304145.58,4842250.448
185170,4154932,WJ PROPERTIES,M5P,2017,2020,1975,PRIVATE,12,Toronto-St. Paul's,250 HEATH ST W,17,81,2020-11-04,92,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,5,5,4,5,4,4,5,5,4,5,5,4,5,3,5,S1230,43.68671244,-79.41419555,311701.948,4838309.941
185171,4156417,MORGUARD RESIDENTIAL,M1B,2017,2020,1975,PRIVATE,25,Scarborough-Rouge Park,41 GENERATION BLVD,3,12,2020-11-04,78,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,,4,,,3,3,5,4,4,3,4,4,4,,E2530,43.8042494,-79.16763525,331492.953,4851411.033
185172,4152889,MORGUARD RESIDENTIAL,M1B,2017,2020,1975,PRIVATE,25,Scarborough-Rouge Park,95-115 GENERATION BLVD,3,108,2020-11-04,78,Evaluation needs to be conducted in 2 years,16,4,4,4,4,3,4,,4,,,3,3,5,4,4,4,4,4,4,,E2530,43.80377036,-79.16480843,331804.318,4851384.163
